PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,REPORTING_ORG_NAME,REPORTING_ORG_CODE,CLUSTER_GROUP,BENCHMARK_GROUP,STAFF_GROUP_1_NAME,HC,FTE
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Community Health Services NHS Foundation Trust,RY8,Community Provider Trust,Community Provider Trust,Ambulance staff,15,12.88
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Community Health Services NHS Foundation Trust,RY8,Community Provider Trust,Community Provider Trust,"Scientific, therapeutic & technical staff",700,574.0173
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Community Health Services NHS Foundation Trust,RY8,Community Provider Trust,Community Provider Trust,"Support to doctors, nurses & midwives",1111,883.20672
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Community Health Services NHS Foundation Trust,RY8,Community Provider Trust,Community Provider Trust,Support to ST&T staff,463,367.06022
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Community Health Services NHS Foundation Trust,RY8,Community Provider Trust,Community Provider Trust,Senior managers,52,49.33333
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Community Health Services NHS Foundation Trust,RY8,Community Provider Trust,Community Provider Trust,Managers,45,39.92667
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Community Health Services NHS Foundation Trust,RY8,Community Provider Trust,Community Provider Trust,Central functions,264,224.4899
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Community Health Services NHS Foundation Trust,RY8,Community Provider Trust,Community Provider Trust,"Hotel, property & estates",327,222.81181
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Community Health Services NHS Foundation Trust,RY8,Community Provider Trust,Community Provider Trust,Unknown classification,5,5.0
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,All staff groups,3391,2953.15225
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),131,118.36258
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,1261,1125.49564
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",465,392.69282
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",694,605.35107
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,149,135.54746
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,Senior managers,19,18.65333
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,Managers,58,53.51334
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,Central functions,408,340.66261
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",215,160.8734
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,Derbyshire Healthcare NHS Foundation Trust,RXM,Mental Health,Mental Health and Learning Disability,Unknown classification,2,2.0
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,NHS Derby and Derbyshire ICB,QJ2,Integrated Care Board,Integrated Care Board,All staff groups,511,439.62875
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,NHS Derby and Derbyshire ICB,QJ2,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),22,4.95121
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,NHS Derby and Derbyshire ICB,QJ2,Integrated Care Board,Integrated Care Board,Nurses & health visitors,26,23.82667
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,NHS Derby and Derbyshire ICB,QJ2,Integrated Care Board,Integrated Care Board,Ambulance staff,1,0.8
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,NHS Derby and Derbyshire ICB,QJ2,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",64,54.56746
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,NHS Derby and Derbyshire ICB,QJ2,Integrated Care Board,Integrated Care Board,Senior managers,45,44.46667
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,NHS Derby and Derbyshire ICB,QJ2,Integrated Care Board,Integrated Care Board,Managers,14,13.37333
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,NHS Derby and Derbyshire ICB,QJ2,Integrated Care Board,Integrated Care Board,Central functions,339,297.64341
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,All staff groups,14228,12268.43548
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),897,835.80112
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,Nurses & health visitors,4058,3555.40336
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,Midwives,477,383.2333
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,Ambulance staff,10,7.97334
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",1953,1701.72365
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",3979,3315.81062
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,Support to ST&T staff,1116,950.10063
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,Senior managers,44,42.74667
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,Managers,185,180.80001
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,Central functions,867,795.82
202509 to 202510,Denominator at end of period,Y60,Midlands,QJ2,Derby and Derbyshire,University Hospitals of Derby and Burton NHS Foundation Trust,RTG,Acute,Acute - Teaching,"Hotel, property & estates",652,499.02278
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,All staff groups,2407,2092.90035
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,HCHS Doctors (exc. Resident doctors and equivalents),32,23.18622
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,Nurses & health visitors,876,762.46017
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,Midwives,32,26.0
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,Ambulance staff,42,36.40001
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,"Scientific, therapeutic & technical staff",372,332.39667
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,"Support to doctors, nurses & midwives",533,441.02394
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,Support to ST&T staff,233,201.48667
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,Senior managers,14,13.6
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,Managers,23,22.6
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,Central functions,250,232.32
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Community Health Services NHS Trust,RY5,Community Provider Trust,Community Provider Trust,"Hotel, property & estates",2,1.42667
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,All staff groups,2973,2691.83112
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),79,74.60227
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,735,684.26656
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,Midwives,1,0.68
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,Ambulance staff,4,3.4
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",477,434.96669
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",760,667.77297
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,515,470.32
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,Senior managers,23,22.2
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,Managers,40,37.24667
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,Central functions,229,208.07068
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,Lincolnshire Partnership NHS Foundation Trust,RP7,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",115,88.30528
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,NHS Lincolnshire ICB,QJM,Integrated Care Board,Integrated Care Board,All staff groups,387,361.64534
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,NHS Lincolnshire ICB,QJM,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),5,2.56535
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,NHS Lincolnshire ICB,QJM,Integrated Care Board,Integrated Care Board,Nurses & health visitors,59,55.56
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,NHS Lincolnshire ICB,QJM,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",18,16.33333
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,NHS Lincolnshire ICB,QJM,Integrated Care Board,Integrated Care Board,Senior managers,4,4.0
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,NHS Lincolnshire ICB,QJM,Integrated Care Board,Integrated Care Board,Managers,89,86.8
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,NHS Lincolnshire ICB,QJM,Integrated Care Board,Integrated Care Board,Central functions,213,196.38666
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,All staff groups,9877,8602.42001
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),699,660.01107
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,Nurses & health visitors,2799,2532.39595
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,Midwives,269,220.16436
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,Ambulance staff,12,11.45333
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",1033,945.52063
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",2969,2408.83757
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,Support to ST&T staff,622,541.79337
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,Senior managers,76,75.52
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,Managers,111,107.57333
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,Central functions,664,619.54669
202509 to 202510,Denominator at end of period,Y60,Midlands,QJM,Lincolnshire,United Lincolnshire Teaching Hospitals NHS Trust,RWD,Acute,Acute - Teaching,"Hotel, property & estates",630,479.60371
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,All staff groups,7008,6147.40778
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),157,136.6865
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,2033,1792.92802
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",1070,916.83899
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",2092,1842.69542
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,676,602.76935
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,Senior managers,84,80.87334
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,Managers,57,55.25333
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,Central functions,489,447.79066
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",Leicestershire Partnership NHS Trust,RT5,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",355,271.57217
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland","NHS Leicester, Leicestershire and Rutland ICB",QK1,Integrated Care Board,Integrated Care Board,All staff groups,315,276.28874
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland","NHS Leicester, Leicestershire and Rutland ICB",QK1,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),24,6.84205
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland","NHS Leicester, Leicestershire and Rutland ICB",QK1,Integrated Care Board,Integrated Care Board,Nurses & health visitors,27,23.02666
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland","NHS Leicester, Leicestershire and Rutland ICB",QK1,Integrated Care Board,Integrated Care Board,Ambulance staff,1,1.0
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland","NHS Leicester, Leicestershire and Rutland ICB",QK1,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",28,24.36667
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland","NHS Leicester, Leicestershire and Rutland ICB",QK1,Integrated Care Board,Integrated Care Board,"Support to doctors, nurses & midwives",13,11.94667
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland","NHS Leicester, Leicestershire and Rutland ICB",QK1,Integrated Care Board,Integrated Care Board,Senior managers,43,39.88
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland","NHS Leicester, Leicestershire and Rutland ICB",QK1,Integrated Care Board,Integrated Care Board,Managers,76,70.62002
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland","NHS Leicester, Leicestershire and Rutland ICB",QK1,Integrated Care Board,Integrated Care Board,Central functions,104,98.60667
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,All staff groups,18153,15892.89399
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),1128,1024.51262
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,Nurses & health visitors,5356,4810.59505
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,Midwives,526,417.7717
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,Ambulance staff,16,12.36
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",2205,1958.96367
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",4951,4245.49337
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,Support to ST&T staff,1174,1023.32733
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,Senior managers,77,75.42667
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,Managers,187,179.51198
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,Central functions,1019,929.09587
202509 to 202510,Denominator at end of period,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",University Hospitals of Leicester NHS Trust,RWE,Acute,Acute - Teaching,"Hotel, property & estates",1519,1215.83573
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,All staff groups,10792,9387.26664
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),202,169.60596
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,2952,2591.89336
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,Midwives,1,1.0
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,Ambulance staff,4,3.8
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",1935,1685.86109
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",2466,2095.85928
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,1937,1736.59608
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,Senior managers,41,40.11081
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,Managers,87,83.74
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,Central functions,697,634.86175
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,Midlands Partnership University NHS Foundation Trust,RRE,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",487,343.93831
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,NHS Staffordshire and Stoke-on-Trent ICB,QNC,Integrated Care Board,Integrated Care Board,All staff groups,449,401.14665
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,NHS Staffordshire and Stoke-on-Trent ICB,QNC,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),21,7.228
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,NHS Staffordshire and Stoke-on-Trent ICB,QNC,Integrated Care Board,Integrated Care Board,Nurses & health visitors,73,63.91999
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,NHS Staffordshire and Stoke-on-Trent ICB,QNC,Integrated Care Board,Integrated Care Board,Midwives,4,2.9
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,NHS Staffordshire and Stoke-on-Trent ICB,QNC,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",31,26.50666
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,NHS Staffordshire and Stoke-on-Trent ICB,QNC,Integrated Care Board,Integrated Care Board,"Support to doctors, nurses & midwives",13,12.6
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,NHS Staffordshire and Stoke-on-Trent ICB,QNC,Integrated Care Board,Integrated Care Board,Support to ST&T staff,1,1.0
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,NHS Staffordshire and Stoke-on-Trent ICB,QNC,Integrated Care Board,Integrated Care Board,Senior managers,49,46.65333
202509 to 202510,Denominator at end of period,Y60,Midlands,QNC,Staffordshire and Stoke-on-Trent,NHS Staffordshire and Stoke-on-Trent ICB,QNC,Integrated Care Board,Integrated Care Board,Managers,79,75.81333
