PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,REPORTING_ORG_NAME,REPORTING_ORG_CODE,CLUSTER_GROUP,BENCHMARK_GROUP,STAFF_GROUP_1_NAME,HC,FTE
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Cambridgeshire Community Services NHS Trust,RYV,Community Provider Trust,Community Provider Trust,"Support to doctors, nurses & midwives",668,533.03526
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Cambridgeshire Community Services NHS Trust,RYV,Community Provider Trust,Community Provider Trust,Support to ST&T staff,348,297.44325
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Cambridgeshire Community Services NHS Trust,RYV,Community Provider Trust,Community Provider Trust,Senior managers,25,24.4
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Cambridgeshire Community Services NHS Trust,RYV,Community Provider Trust,Community Provider Trust,Managers,33,30.72
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Cambridgeshire Community Services NHS Trust,RYV,Community Provider Trust,Community Provider Trust,Central functions,145,137.90667
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Cambridgeshire Community Services NHS Trust,RYV,Community Provider Trust,Community Provider Trust,"Hotel, property & estates",10,9.24
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,All staff groups,6594,6214.56827
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,HCHS Doctors (exc. Resident doctors and equivalents),1,0.6
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,Nurses & health visitors,193,175.63708
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,Midwives,1,1.0
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,Ambulance staff,2359,2210.78755
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,"Scientific, therapeutic & technical staff",1,0.8
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,Support to ambulance staff,2673,2526.25707
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,Support to ST&T staff,233,229.97334
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,Senior managers,30,29.092
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,Managers,426,406.16536
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,Central functions,679,622.53587
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,East of England Ambulance Service NHS Trust,RYC,Ambulance,Ambulance Trust,"Hotel, property & estates",12,11.72
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,NHS Cambridgeshire and Peterborough ICB,QUE,Integrated Care Board,Integrated Care Board,All staff groups,416,374.92801
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,NHS Cambridgeshire and Peterborough ICB,QUE,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),21,7.55691
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,NHS Cambridgeshire and Peterborough ICB,QUE,Integrated Care Board,Integrated Care Board,Nurses & health visitors,69,63.76001
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,NHS Cambridgeshire and Peterborough ICB,QUE,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",28,24.95333
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,NHS Cambridgeshire and Peterborough ICB,QUE,Integrated Care Board,Integrated Care Board,Senior managers,31,29.6031
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,NHS Cambridgeshire and Peterborough ICB,QUE,Integrated Care Board,Integrated Care Board,Managers,124,118.34667
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,NHS Cambridgeshire and Peterborough ICB,QUE,Integrated Care Board,Integrated Care Board,Central functions,143,130.70799
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,All staff groups,7397,6595.01742
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,HCHS Doctors (exc. Resident doctors and equivalents),530,494.48033
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,Nurses & health visitors,2333,2117.17841
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,Midwives,307,256.43852
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,Ambulance staff,12,10.54667
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,"Scientific, therapeutic & technical staff",819,739.46895
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,"Support to doctors, nurses & midwives",1976,1704.42542
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,Support to ST&T staff,371,321.70753
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,Senior managers,49,48.3
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,Managers,110,106.49334
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,Central functions,575,510.27281
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,North West Anglia NHS Foundation Trust,RGN,Acute,Acute - Large,"Hotel, property & estates",322,285.70544
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,All staff groups,2220,2053.01004
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,HCHS Doctors (exc. Resident doctors and equivalents),141,129.974
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,Nurses & health visitors,807,754.89333
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,"Scientific, therapeutic & technical staff",308,280.94003
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,"Support to doctors, nurses & midwives",417,382.94668
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,Support to ST&T staff,152,133.60932
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,Senior managers,39,37.84
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,Managers,56,53.86668
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,Central functions,188,170.00666
202510 to 202511,Denominator at end of period,Y61,East of England,QUE,Cambridgeshire and Peterborough,Royal Papworth Hospital NHS Foundation Trust,RGM,Acute,Acute - Specialist,"Hotel, property & estates",116,108.93334
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,All staff groups,7689,6861.87089
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),364,333.7601
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,Nurses & health visitors,2605,2356.1965
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,Midwives,123,99.37994
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",1166,1036.84897
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",1713,1492.66845
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,Support to ST&T staff,481,414.49041
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,Senior managers,78,77.31334
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,Managers,67,66.16
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,Central functions,900,801.57853
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,"Hotel, property & estates",202,182.97465
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Blackpool Teaching Hospitals NHS Foundation Trust,RXL,Acute,Acute - Teaching,Unknown classification,1,0.5
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,All staff groups,9914,8719.08565
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,HCHS Doctors (exc. Resident doctors and equivalents),507,472.33284
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,Nurses & health visitors,2991,2692.33645
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,Midwives,362,291.48669
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,Ambulance staff,1,1.0
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,"Scientific, therapeutic & technical staff",1267,1137.87814
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,"Support to doctors, nurses & midwives",2601,2220.78066
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,Support to ambulance staff,4,3.0
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,Support to ST&T staff,582,491.93225
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,Senior managers,67,65.73333
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,Managers,92,85.48
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,Central functions,593,551.54532
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,East Lancashire Hospitals NHS Trust,RXR,Acute,Acute - Large,"Hotel, property & estates",854,705.57997
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,All staff groups,7834,7081.99234
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),252,228.49531
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,2386,2193.92672
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",1503,1326.29043
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,"Support to doctors, nurses & midwives",2254,1992.56222
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,Support to ST&T staff,712,655.24231
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,Senior managers,98,93.32
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,Managers,223,213.69335
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,Central functions,353,330.97332
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire and South Cumbria NHS Foundation Trust,RW5,Mental Health,Mental Health and Learning Disability,"Hotel, property & estates",62,47.48868
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,All staff groups,9550,8405.00331
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),608,572.25667
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,Nurses & health visitors,2657,2402.40028
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,Midwives,240,207.7467
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,Ambulance staff,4,3.8
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",1285,1134.54936
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",2260,1938.94214
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,Support to ambulance staff,13,10.06664
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,Support to ST&T staff,683,598.04728
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,Senior managers,25,22.25
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,Managers,126,124.88666
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,Central functions,745,701.11014
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,Lancashire Teaching Hospitals NHS Foundation Trust,RXN,Acute,Acute - Teaching,"Hotel, property & estates",911,688.94744
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,NHS Lancashire and South Cumbria ICB,QE1,Integrated Care Board,Integrated Care Board,All staff groups,915,833.64997
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,NHS Lancashire and South Cumbria ICB,QE1,Integrated Care Board,Integrated Care Board,HCHS Doctors (exc. Resident doctors and equivalents),31,12.32634
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,NHS Lancashire and South Cumbria ICB,QE1,Integrated Care Board,Integrated Care Board,Nurses & health visitors,217,194.04025
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,NHS Lancashire and South Cumbria ICB,QE1,Integrated Care Board,Integrated Care Board,"Scientific, therapeutic & technical staff",86,73.43999
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,NHS Lancashire and South Cumbria ICB,QE1,Integrated Care Board,Integrated Care Board,"Support to doctors, nurses & midwives",25,24.6
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,NHS Lancashire and South Cumbria ICB,QE1,Integrated Care Board,Integrated Care Board,Senior managers,144,140.38577
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,NHS Lancashire and South Cumbria ICB,QE1,Integrated Care Board,Integrated Care Board,Managers,87,84.22667
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,NHS Lancashire and South Cumbria ICB,QE1,Integrated Care Board,Integrated Care Board,Central functions,326,304.63095
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,All staff groups,7211,6174.91234
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,HCHS Doctors (exc. Resident doctors and equivalents),468,436.94067
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,Nurses & health visitors,2257,1959.88868
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,Midwives,207,172.76008
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,Ambulance staff,4,3.66667
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,"Scientific, therapeutic & technical staff",1007,869.21007
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,"Support to doctors, nurses & midwives",1633,1336.65869
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,Support to ST&T staff,370,302.82421
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,Senior managers,14,13.69333
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,Managers,99,95.31333
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,Central functions,536,475.24745
202510 to 202511,Denominator at end of period,Y62,North West,QE1,Lancashire and South Cumbria,University Hospitals of Morecambe Bay NHS Foundation Trust,RTX,Acute,Acute - Teaching,"Hotel, property & estates",622,508.70916
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,All staff groups,6709,5822.11501
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,HCHS Doctors (exc. Resident doctors and equivalents),376,349.44634
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,Nurses & health visitors,2050,1808.84236
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,Midwives,297,243.83025
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,Ambulance staff,1,1.0
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,"Scientific, therapeutic & technical staff",880,777.98904
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,"Support to doctors, nurses & midwives",1780,1509.19829
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,Support to ST&T staff,345,292.18881
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,Senior managers,30,29.8976
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,Managers,115,113.84
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,Central functions,266,249.19335
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,"Hotel, property & estates",571,445.68897
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Bolton NHS Foundation Trust,RMC,Acute,Acute - Medium,Unknown classification,1,1.0
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,All staff groups,4208,3863.95344
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,HCHS Doctors (exc. Resident doctors and equivalents),313,269.479
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,Nurses & health visitors,1044,962.384
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,"Scientific, therapeutic & technical staff",838,772.6992
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,"Support to doctors, nurses & midwives",1010,911.9646
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,Support to ST&T staff,259,239.47333
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,Senior managers,45,44.14
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,Managers,145,139.92799
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,Central functions,275,265.74
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Christie NHS Foundation Trust,RBV,Acute,Acute - Specialist,"Hotel, property & estates",283,258.14532
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Greater Manchester Mental Health NHS Foundation Trust,RXV,Mental Health,Mental Health and Learning Disability,All staff groups,7334,6698.61156
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Greater Manchester Mental Health NHS Foundation Trust,RXV,Mental Health,Mental Health and Learning Disability,HCHS Doctors (exc. Resident doctors and equivalents),213,180.82361
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Greater Manchester Mental Health NHS Foundation Trust,RXV,Mental Health,Mental Health and Learning Disability,Nurses & health visitors,1786,1691.99472
202510 to 202511,Denominator at end of period,Y62,North West,QOP,Greater Manchester,Greater Manchester Mental Health NHS Foundation Trust,RXV,Mental Health,Mental Health and Learning Disability,"Scientific, therapeutic & technical staff",1294,1114.89133
